cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,0.03,0.73,43.1693,0,5934.78,-0.0111702,17.729,9.0093,121.497,0.00280949,9.81419,0.000114443,-1.30679,-4.19852,-3.32066,-3.31496,2.18114,-318.405,4397.15,7.28359,3398.56,5200.52,0.698127,-2.19361,0.689168,-1.31005,4.18606,0.66702,4650.77,30.3401,3652.19,0.552839,0.988712,0.0150724,8412.53,-0.00173529,0.64882,9.59794,8.69571,121.727,82.7843,0.488251,9.38219,9.3153,120.95,130.849,0.776496,-48.0652 
1,0.03,0.73,43.1893,1,4758.09,-0.00639096,15.0813,8.90144,121.57,-0.0025394,-15.437,500,-5.57129,-2.18781,-2.41934,-1.51694,-1.73211,-264.146,3782.45,6.60895,2805.01,4371.4,-3.90804,-0.524554,0.907173,0.146316,-0.0688505,1.26311,3992.85,25.7364,3015.41,0.562475,0.988846,0.0154789,7098.73,-0.00172196,0.548446,9.52896,8.9259,121.657,83.175,0.391767,9.57159,9.48576,120.969,131.09,0.688384,-47.9153 
2,0.03,0.73,43.2793,2,9817.36,-0.325262,26.2974,9.51172,121.788,0.275015,298.061,499.975,-3.80537,-3.59255,-4.61995,-6.84738,-4.51805,-224.322,6682.75,19.9849,4877.24,10811.1,-2.39287,-2.18006,-1.79496,-5.43489,-3.10556,0.8796,6861.43,36.2286,5055.92,0.568516,0.990845,0.0130278,12069,-0.00146459,0.932635,9.64091,8.95153,122.019,83.149,0.675935,9.4595,9.40864,121.098,131.196,0.921115,-48.047 
3,0.03,0.73,43.1943,3,4908.23,-0.242146,15.2166,9.23235,121.617,0.490013,405.071,500,-2.96207,-0.146316,-2.25687,0.930673,-0.250659,-210.703,3716.75,2.65466,2958.31,11034.8,-1.63533,1.18043,0.396615,2.25742,1.07609,0.878904,3884.59,17.9122,3126.15,0.546777,0.991995,0.0104447,7104.52,-0.00166895,0.525346,9.76005,8.95642,121.811,82.9119,0.413046,9.64237,9.39019,120.953,130.65,0.858236,-47.7381 
4,0.03,0.73,43.1593,4,7818.79,-0.0283789,21.9637,9.11812,121.518,-0.0345903,34.2936,500,-6.71353,-4.21293,-5.04146,-7.13534,-2.33946,-219.711,5579.51,14.0601,3999.22,6557.98,-5.33007,-2.82947,-2.27454,-5.75188,-0.956002,0.867311,5754.52,29.9699,4174.23,0.572363,0.990968,0.0130532,10054,-0.00155733,0.828889,9.69505,8.45941,121.695,82.8111,0.589692,9.24256,9.07486,120.888,130.817,0.806834,-48.0061 
5,0.03,0.73,43.0893,5,9886.25,-0.0325514,26.4363,9.28303,121.51,0.00969693,0.478596,500,-2.35478,-2.51447,-3.78801,-2.33041,-3.39018,-334.13,6696.08,40.2458,5002.11,7989.03,-0.25085,-0.41054,0.419852,-0.226476,-1.28625,1.23933,6962.22,64.441,5268.26,0.56199,0.984061,0.022036,12388.5,-0.00150289,0.969695,9.55676,8.73141,121.743,82.9566,0.696916,9.37862,9.34912,120.924,130.86,0.819858,-47.9039 
6,0.03,0.73,43.3293,6,10167.7,0.00489559,27.0372,9.01248,121.547,-0.00188939,27.8695,5.25608e-07,-1.58562,0.982516,-4.90237,0.736996,-4.14873,-349.82,6692.56,20.9843,5042.22,7934.04,0.617102,3.18524,-0.496932,2.93972,-1.94601,1.11559,6971.2,46.3156,5320.87,0.55986,0.988507,0.0157816,12451.7,-0.00137486,1.00258,9.43651,8.55566,121.764,82.7303,0.731481,9.3043,9.21984,121.064,130.612,0.7003,-47.8821 
7,0.03,0.73,43.2143,7,8380.96,-0.00983729,23.3721,8.99422,121.576,-0.0269832,13.3525,500,-2.11051,-3.01366,-1.81757,1.58957,-5.14901,-273.605,5778.4,15.8496,4331.9,6854.9,-0.387696,-1.29084,1.62806,3.31238,-3.4262,10.9093,5996.33,35.662,4549.84,0.561314,0.989699,0.0142331,10682.7,-0.00153789,0.84952,9.50042,8.69593,121.79,83.1835,0.624292,9.19354,9.38724,121.085,131.061,0.705675,-47.877 
8,0.03,0.73,43.1743,8,4984.53,-0.0171883,15.2195,8.87034,121.323,0.0984165,-16.7811,490.62,-4.3287,-0.0647929,-1.04958,-2.00398,-0.392431,-296.749,3646.85,16.8039,3076.86,4448.52,-2.46015,1.80376,2.68752,-0.135429,1.47612,0.202947,3883.22,38.2922,3313.23,0.532251,0.983036,0.0208461,7295.85,-0.0016398,0.527949,9.67367,8.89232,121.556,82.3525,0.447509,9.35875,9.17768,121,130.405,0.555921,-48.0526 
9,0.03,0.73,43.2093,9,7623.52,-0.0103991,21.5505,9.15312,121.442,0.0358982,-228.135,499.941,0.813951,0.614444,2.37699,1.45556,1.13135,-106.056,5213.93,2.56048,4048.11,6687.89,1.48176,1.28225,3.7126,2.12337,1.79916,0.64299,5298.41,10.2403,4132.59,0.554518,0.996629,0.00454387,9554.98,-0.00153284,0.796243,9.44429,8.52606,121.553,82.8612,0.595048,9.22732,9.21425,120.88,130.688,0.673009,-47.8271 
